DT,prcp,pres,dwpt,rhum,temp,wdir,wspd,Waianae
2023-03-29 21:00:00,0.4,1015.4,19.7,71.0,25.3,174.0,34.9,0.105532
2023-03-29 22:00:00,0.4,1015.2,20.0,71.0,25.6,170.0,36.4,-0.131915
2023-03-29 23:00:00,0.4,1014.8,19.8,72.0,25.2,163.0,35.6,-0.315744
2023-03-30 00:00:00,0.4,1014.1,19.7,72.0,25.1,155.0,34.2,-0.375319
2023-03-30 01:00:00,0.7,1014.1,19.6,75.0,24.3,159.0,29.2,-0.14383
2023-03-30 02:00:00,1.8,1014.3,19.7,81.0,23.1,156.0,27.0,-0.0459572
2023-03-30 03:00:00,1.3,1014.9,20.1,89.0,22.0,147.0,19.1,0.193192
2023-03-30 04:00:00,0.2,1015.1,20.0,89.0,21.9,143.0,17.6,0.525106
2023-03-30 05:00:00,0.0,1015.5,20.2,91.0,21.7,161.0,19.1,0.753192
2023-03-30 06:00:00,0.0,1016.3,20.5,91.0,22.0,172.0,23.0,0.771915
2023-03-30 07:00:00,0.2,1016.7,20.6,91.0,22.1,158.0,19.1,0.720851
2023-03-30 08:00:00,0.5,1016.6,19.9,84.0,22.7,158.0,21.6,0.682553
2023-03-30 09:00:00,0.0,1016.7,19.9,85.0,22.6,164.0,21.2,0.614468
2023-03-30 10:00:00,0.0,1016.7,20.1,87.0,22.4,158.0,19.8,0.55234
2023-03-30 11:00:00,0.0,1016.3,20.2,88.0,22.3,157.0,20.9,0.514042
2023-03-30 12:00:00,0.1,1015.7,20.4,89.0,22.3,155.0,22.7,0.481702
2023-03-30 13:00:00,0.0,1015.2,20.5,89.0,22.4,153.0,23.4,0.474894
2023-03-30 14:00:00,0.2,1015.0,20.4,89.0,22.3,156.0,22.0,0.468085
2023-03-30 15:00:00,0.0,1015.2,20.5,90.0,22.2,152.0,22.0,0.499575
2023-03-30 16:00:00,0.0,1015.5,20.4,90.0,22.1,146.0,20.9,0.508936
2023-03-30 17:00:00,0.0,1015.9,20.4,88.0,22.5,142.0,19.1,0.484255
2023-03-30 18:00:00,0.0,1016.0,20.0,79.0,23.9,141.0,19.4,0.158298
2023-03-30 19:00:00,0.0,1016.6,20.0,75.0,24.7,144.0,20.2,-0.131064
2023-03-30 20:00:00,0.0,1016.9,20.1,75.0,24.8,141.0,21.6,-0.268085
2023-03-30 21:00:00,0.0,1016.6,20.0,71.0,25.6,145.0,20.2,-0.324255
2023-03-30 22:00:00,0.1,1016.1,19.8,68.0,26.2,159.0,17.6,-0.118298
2023-03-30 23:00:00,0.1,1015.1,20.3,69.0,26.4,171.0,20.5,-0.421276
2023-03-31 00:00:00,0.6,1014.5,20.3,71.0,26.0,182.0,20.9,-0.255319
2023-03-31 01:00:00,0.4,1014.0,20.1,70.0,26.0,186.0,18.0,-0.346383
2023-03-31 02:00:00,0.3,1013.7,20.3,72.0,25.7,193.0,15.1,0.274894
2023-03-31 03:00:00,0.0,1014.3,20.2,75.0,24.9,194.0,12.6,0.342128
2023-03-31 04:00:00,0.0,1014.5,19.3,72.0,24.7,179.0,12.6,0.62383
2023-03-31 05:00:00,0.0,1015.0,19.6,76.0,24.1,181.0,12.6,0.755745
2023-03-31 06:00:00,0.0,1015.7,19.9,80.0,23.6,178.0,10.8,0.770213
2023-03-31 07:00:00,0.0,1015.9,20.2,84.0,23.0,163.0,11.5,0.730213
2023-03-31 08:00:00,0.0,1016.4,20.4,90.0,22.1,151.0,13.3,0.675745
2023-03-31 09:00:00,0.0,1015.7,20.4,91.0,21.9,88.0,13.7,0.600851
2023-03-31 10:00:00,0.0,1015.4,20.4,93.0,21.6,91.0,13.0,0.53617
2023-03-31 11:00:00,0.0,1015.1,20.5,95.0,21.3,122.0,13.7,0.485106
2023-03-31 12:00:00,0.0,1014.5,20.7,96.0,21.4,123.0,14.0,0.450213
2023-03-31 13:00:00,0.0,1014.2,20.7,95.0,21.5,122.0,14.8,0.426383
2023-03-31 14:00:00,0.0,1013.6,20.5,97.0,21.0,90.0,9.4,0.443404
2023-03-31 15:00:00,0.0,1013.6,20.4,96.0,21.1,110.0,12.2,0.458724
2023-03-31 16:00:00,0.0,1014.2,20.6,97.0,21.1,134.0,15.8,0.465532
2023-03-31 17:00:00,0.1,1014.7,20.4,92.0,21.8,117.0,14.8,0.46383
2023-03-31 18:00:00,0.0,1015.3,20.2,84.0,23.0,121.0,13.7,0.21617
2023-03-31 19:00:00,0.0,1016.1,20.3,76.0,24.8,125.0,9.4,0.0459575
2023-03-31 20:00:00,0.2,1016.1,20.2,73.0,25.4,135.0,11.2,0.0263832
2023-03-31 21:00:00,0.4,1015.5,20.2,72.0,25.6,134.0,10.8,0.00340444
2023-03-31 22:00:00,0.6,1014.9,20.3,69.0,26.4,161.0,9.7,-0.0706382
2023-03-31 23:00:00,0.5,1014.2,20.0,70.0,25.9,196.0,11.5,0.0144682
2023-04-01 00:00:00,0.7,1013.7,20.2,77.0,24.5,223.0,9.0,0.314894
2023-04-01 01:00:00,1.4,1013.3,20.4,82.0,23.7,230.0,9.0,0.413617
2023-04-01 02:00:00,1.4,1013.0,20.7,87.0,23.0,222.0,8.6,0.491915
2023-04-01 03:00:00,1.6,1013.3,20.8,89.0,22.7,189.0,9.4,0.572766
2023-04-01 04:00:00,0.9,1013.5,20.7,89.0,22.6,124.0,11.2,0.652766
2023-04-01 05:00:00,0.3,1014.1,20.6,89.0,22.5,107.0,16.2,0.691915
2023-04-01 06:00:00,0.0,1015.0,20.6,90.0,22.3,108.0,13.0,0.691064
2023-04-01 07:00:00,0.0,1015.6,20.6,90.0,22.3,104.0,13.0,0.657872
2023-04-01 08:00:00,0.6,1016.3,20.6,92.0,22.0,99.0,11.9,0.635745
2023-04-01 09:00:00,0.3,1016.6,20.8,95.0,21.6,157.0,8.6,0.585532
2023-04-01 10:00:00,0.0,1015.9,20.8,94.0,21.8,100.0,15.5,0.542128
2023-04-01 11:00:00,0.0,1015.1,20.6,94.0,21.6,95.0,18.0,0.495319
2023-04-01 12:00:00,0.0,1014.6,20.6,94.0,21.6,109.0,16.6,0.449362
2023-04-01 13:00:00,0.0,1014.2,20.5,93.0,21.7,132.0,17.6,0.428085
2023-04-01 14:00:00,0.3,1013.9,20.3,93.0,21.5,146.0,18.4,0.433192
2023-04-01 15:00:00,0.3,1014.3,20.4,94.0,21.4,144.0,14.8,0.457021
2023-04-01 16:00:00,0.1,1014.2,20.2,90.0,21.9,117.0,18.4,0.464681
2023-04-01 17:00:00,0.0,1015.4,20.0,89.0,21.9,126.0,18.4,0.434894
2023-04-01 18:00:00,0.2,1016.1,20.0,83.0,23.0,131.0,18.7,0.268936
2023-04-01 19:00:00,0.0,1016.7,19.6,77.0,23.9,137.0,18.0,-0.0144679
2023-04-01 20:00:00,0.0,1017.0,19.5,71.0,25.1,144.0,17.3,0.268085
2023-04-01 21:00:00,0.0,1017.1,20.1,79.0,24.0,115.0,13.7,0.385532
2023-04-01 22:00:00,0.2,1016.4,19.7,73.0,24.9,100.0,15.1,0.49617
2023-04-01 23:00:00,0.2,1015.9,19.5,67.0,26.1,113.0,13.3,0.476596
2023-04-02 00:00:00,0.2,1014.9,19.6,69.0,25.7,144.0,11.5,0.415319
2023-04-02 01:00:00,0.3,1014.4,19.7,71.0,25.3,104.0,12.2,0.47234
2023-04-02 02:00:00,1.0,1014.8,19.9,80.0,23.6,85.0,16.9,0.537021
2023-04-02 03:00:00,0.9,1015.2,20.1,85.0,22.8,76.0,19.8,0.619575
2023-04-02 04:00:00,0.7,1015.8,20.0,87.0,22.3,90.0,23.4,0.668085
2023-04-02 05:00:00,0.3,1016.3,19.9,88.0,22.0,100.0,25.2,0.720851
2023-04-02 06:00:00,0.0,1016.9,19.3,85.0,21.9,100.0,25.2,0.68
2023-04-02 07:00:00,0.0,1017.1,19.1,83.0,22.1,107.0,23.4,0.666383
2023-04-02 08:00:00,0.0,1018.0,18.9,82.0,22.1,95.0,20.2,0.609362
2023-04-02 09:00:00,0.0,1017.6,18.9,82.0,22.1,77.0,16.9,0.554894
2023-04-02 10:00:00,0.0,1017.3,19.2,86.0,21.6,57.0,9.0,0.508085
2023-04-02 11:00:00,0.0,1016.8,19.3,91.0,20.8,83.0,10.4,0.480851
2023-04-02 12:00:00,0.0,1017.0,19.5,95.0,20.3,19.0,6.1,0.467234
2023-04-02 13:00:00,0.0,1016.6,19.7,95.0,20.5,347.0,5.0,0.427234
2023-04-02 14:00:00,0.0,1016.1,19.8,95.0,20.6,234.0,7.6,0.420426
2023-04-02 15:00:00,0.0,1016.2,19.9,93.0,21.1,227.0,8.6,0.438298
2023-04-02 16:00:00,0.0,1016.4,20.0,91.0,21.5,282.0,6.1,0.451915
2023-04-02 17:00:00,0.0,1016.5,20.8,97.0,21.3,45.0,5.4,0.478298
2023-04-02 18:00:00,0.0,1017.3,20.6,88.0,22.7,28.0,4.7,0.470638
2023-04-02 19:00:00,0.0,1018.0,19.8,76.0,24.3,233.0,6.5,0.422128
2023-04-02 20:00:00,0.3,1018.1,19.5,72.0,24.9,241.0,8.3,0.185532
2023-04-02 21:00:00,0.1,1017.7,19.5,70.0,25.4,246.0,7.9,0.187234
2023-04-02 22:00:00,0.2,1017.8,19.1,70.0,24.9,63.0,8.3,0.187234
2023-04-02 23:00:00,2.5,1017.2,19.0,76.0,23.5,186.0,7.9,0.12766
2023-04-03 00:00:00,1.1,1016.6,19.5,76.0,24.0,214.0,9.7,0.289362
2023-04-03 01:00:00,0.5,1016.1,19.8,76.0,24.3,120.0,10.1,-0.178723
2023-04-03 02:00:00,2.9,1016.1,19.2,75.0,23.9,92.0,20.2,0.119149
2023-04-03 03:00:00,0.1,1016.7,18.7,77.0,22.9,48.0,10.1,0.451064
2023-04-03 04:00:00,1.5,1017.3,19.1,84.0,21.9,76.0,13.7,0.667234
2023-04-03 05:00:00,3.2,1018.0,19.4,90.0,21.1,65.0,20.2,0.777872
2023-04-03 06:00:00,0.1,1018.4,19.3,87.0,21.6,72.0,23.8,0.777021
2023-04-03 07:00:00,0.0,1019.0,19.3,89.0,21.2,60.0,27.7,0.770213
2023-04-03 08:00:00,0.0,1019.4,19.4,93.0,20.6,107.0,31.3,0.734468
2023-04-03 09:00:00,0.1,1019.2,19.2,94.0,20.2,99.0,26.6,0.655319
2023-04-03 10:00:00,0.0,1018.5,19.1,92.0,20.4,93.0,18.7,0.562553
2023-04-03 11:00:00,0.0,1018.2,19.4,92.0,20.7,79.0,23.8,0.434043
2023-04-03 12:00:00,0.0,1017.7,19.7,92.0,21.1,115.0,20.2,0.411915
2023-04-03 13:00:00,0.0,1017.4,19.6,96.0,20.3,107.0,16.9,0.406809
2023-04-03 14:00:00,0.0,1017.4,19.1,96.0,19.8,60.0,16.2,0.412766
2023-04-03 15:00:00,0.0,1017.6,18.8,96.0,19.5,35.0,13.7,0.452766
2023-04-03 16:00:00,0.0,1018.0,19.1,94.0,20.1,44.0,14.8,0.453617
2023-04-03 17:00:00,0.0,1018.7,18.7,88.0,20.8,50.0,18.7,0.454468
2023-04-03 18:00:00,0.0,1019.1,17.9,72.0,23.2,57.0,24.5,0.353192
2023-04-03 19:00:00,0.0,1019.6,17.9,71.0,23.5,64.0,26.6,0.215319
2023-04-03 20:00:00,0.0,1019.7,18.1,68.0,24.4,69.0,24.1,-0.302979
2023-04-03 21:00:00,0.0,1019.5,17.8,62.0,25.6,78.0,24.5,-0.285957
2023-04-03 22:00:00,0.0,1018.9,17.8,59.0,26.5,85.0,23.0,-0.298723
2023-04-03 23:00:00,0.0,1018.3,17.5,58.0,26.4,94.0,25.6,-0.462127
2023-04-04 00:00:00,0.0,1017.5,17.9,60.0,26.3,92.0,24.1,-0.371064
2023-04-04 01:00:00,0.0,1017.0,17.7,60.0,26.1,85.0,23.4,-0.0995744
2023-04-04 02:00:00,0.0,1016.8,17.4,60.0,25.7,83.0,24.1,0.0995745
2023-04-04 03:00:00,0.0,1017.0,18.0,66.0,24.8,75.0,24.8,0.30383
2023-04-04 04:00:00,0.0,1017.5,17.0,65.0,24.0,70.0,24.5,0.691915
2023-04-04 05:00:00,0.0,1018.1,17.7,74.0,22.6,60.0,25.2,0.725957
2023-04-04 06:00:00,0.0,1018.8,17.8,76.0,22.2,64.0,24.8,0.750638
2023-04-04 07:00:00,0.0,1019.3,17.9,78.0,21.9,67.0,26.3,0.714894
2023-04-04 08:00:00,0.0,1019.7,17.8,78.0,21.8,65.0,24.8,0.659575
2023-04-04 09:00:00,0.0,1019.9,17.3,74.0,22.2,72.0,27.4,0.57617
2023-04-04 10:00:00,0.0,1019.3,17.9,78.0,21.9,73.0,25.6,0.505532
2023-04-04 11:00:00,0.0,1018.4,18.4,83.0,21.4,73.0,27.0,0.47234
2023-04-04 12:00:00,0.0,1017.8,18.7,86.0,21.1,66.0,24.8,0.44
2023-04-04 13:00:00,0.0,1017.3,18.6,85.0,21.2,67.0,24.1,0.429787
2023-04-04 14:00:00,0.0,1016.9,18.0,83.0,21.0,60.0,24.1,0.44766
2023-04-04 15:00:00,0.0,1017.4,18.3,87.0,20.5,62.0,27.4,0.468085
2023-04-04 16:00:00,0.0,1017.8,18.3,87.0,20.5,67.0,25.9,0.498723
2023-04-04 17:00:00,0.0,1018.3,18.5,86.0,20.9,60.0,25.2,0.466383
2023-04-04 18:00:00,0.0,1018.9,18.3,80.0,21.9,62.0,27.0,0.241702
2023-04-04 19:00:00,0.0,1019.5,18.6,76.0,23.1,70.0,28.8,-0.0706382
2023-04-04 20:00:00,0.0,1019.6,18.6,67.0,25.2,69.0,26.6,-0.244255
2023-04-04 21:00:00,0.8,1019.7,18.4,67.0,24.9,70.0,31.0,-0.133617
2023-04-04 22:00:00,0.3,1019.2,19.3,68.0,25.6,72.0,27.4,-0.51234
2023-04-04 23:00:00,0.3,1018.8,18.1,64.0,25.4,75.0,28.8,-0.393191
2023-04-05 00:00:00,0.5,1018.1,18.7,67.0,25.3,74.0,28.8,-0.476596
2023-04-05 01:00:00,0.0,1017.5,18.7,66.0,25.5,76.0,29.2,-0.409362
2023-04-05 02:00:00,0.0,1017.1,18.5,68.0,24.8,67.0,29.5,-0.173617
2023-04-05 03:00:00,0.0,1016.8,18.4,69.0,24.5,73.0,29.9,0.182128
2023-04-05 04:00:00,0.0,1017.6,18.6,73.0,23.7,73.0,29.5,0.57617
2023-04-05 05:00:00,0.0,1018.2,18.4,78.0,22.4,67.0,28.8,0.74383
2023-04-05 06:00:00,0.0,1018.9,18.7,81.0,22.1,72.0,28.8,0.754894
2023-04-05 07:00:00,0.0,1019.5,18.7,82.0,21.9,79.0,28.4,0.722553
2023-04-05 08:00:00,0.0,1019.8,18.8,83.0,21.8,75.0,28.8,0.668936
2023-04-05 09:00:00,0.0,1019.8,18.5,80.0,22.1,80.0,31.3,0.591489
2023-04-05 10:00:00,0.0,1019.8,18.7,80.0,22.3,83.0,26.6,0.522553
2023-04-05 11:00:00,0.0,1019.1,18.8,82.0,22.0,76.0,24.1,0.484255
2023-04-05 12:00:00,0.0,1018.4,18.9,84.0,21.7,65.0,26.3,0.446809
2023-04-05 13:00:00,0.0,1017.9,18.7,83.0,21.7,71.0,24.8,0.434043
2023-04-05 14:00:00,0.0,1017.6,18.6,83.0,21.6,67.0,24.5,0.450213
2023-04-05 15:00:00,0.0,1017.8,18.4,80.0,22.0,72.0,27.7,0.474894
2023-04-05 16:00:00,0.0,1018.7,18.5,81.0,21.9,69.0,27.0,0.479149
2023-04-05 17:00:00,0.0,1019.4,18.4,80.0,22.0,66.0,26.3,0.41617
2023-04-05 18:00:00,0.0,1020.1,18.2,72.0,23.5,70.0,27.7,0.0834043
2023-04-05 19:00:00,0.0,1020.5,18.0,65.0,25.0,70.0,27.0,0.0178725
2023-04-05 20:00:00,0.0,1020.5,17.9,62.0,25.7,69.0,29.5,-0.148085
2023-04-05 21:00:00,0.0,1020.2,17.4,56.0,26.9,73.0,29.9,-0.535319
2023-04-05 22:00:00,0.0,1019.7,17.4,54.0,27.5,76.0,31.7,-0.645106
2023-04-05 23:00:00,0.0,1019.1,17.0,52.0,27.8,78.0,32.0,-0.707234
2023-04-06 00:00:00,0.0,1018.6,17.2,54.0,27.3,78.0,31.0,-0.715744
2023-04-06 01:00:00,0.0,1018.1,17.7,58.0,26.6,73.0,31.0,-0.10383
2023-04-06 02:00:00,0.0,1018.1,17.3,57.0,26.5,77.0,29.5,-0.05617
2023-04-06 03:00:00,0.0,1018.4,17.5,63.0,25.0,71.0,28.4,0.285106
2023-04-06 04:00:00,0.0,1018.8,17.7,68.0,24.0,72.0,28.1,0.539575
2023-04-06 05:00:00,0.0,1019.5,18.3,76.0,22.7,65.0,25.9,0.718298
2023-04-06 06:00:00,0.0,1020.0,18.7,80.0,22.3,66.0,25.2,0.748085
2023-04-06 07:00:00,0.0,1020.2,18.7,81.0,22.1,69.0,26.3,0.72
2023-04-06 08:00:00,0.0,1020.3,18.6,81.0,22.0,72.0,27.0,0.669787
2023-04-06 09:00:00,0.0,1020.7,18.5,80.0,22.1,73.0,27.0,0.586383
2023-04-06 10:00:00,0.0,1020.3,18.5,81.0,21.9,71.0,27.7,0.507234
2023-04-06 11:00:00,0.0,1019.6,18.2,80.0,21.8,69.0,25.9,0.462979
2023-04-06 12:00:00,0.0,1018.8,17.9,79.0,21.7,74.0,25.9,0.428936
2023-04-06 13:00:00,0.0,1018.0,17.8,77.0,22.0,71.0,25.9,0.431489
2023-04-06 14:00:00,0.0,1017.5,18.8,85.0,21.4,70.0,24.8,0.437447
2023-04-06 15:00:00,0.0,1017.8,18.8,86.0,21.2,72.0,24.5,0.461277
2023-04-06 16:00:00,0.0,1018.3,18.9,88.0,21.0,66.0,24.5,0.468936
2023-04-06 17:00:00,0.0,1018.6,18.9,83.0,21.9,65.0,24.1,0.441702
2023-04-06 18:00:00,0.0,1019.1,18.7,75.0,23.4,72.0,25.9,0.185532
2023-04-06 19:00:00,0.0,1019.5,18.2,68.0,24.5,77.0,26.3,0.148085
2023-04-06 20:00:00,0.0,1019.8,18.3,64.0,25.6,79.0,25.9,-0.258723
2023-04-06 21:00:00,0.0,1019.4,17.9,60.0,26.3,81.0,33.5,-0.0944679
2023-04-06 22:00:00,0.0,1019.1,17.7,56.0,27.2,91.0,31.7,-0.553191
2023-04-06 23:00:00,0.0,1018.8,17.3,54.0,27.4,90.0,32.8,-0.564255
2023-04-07 00:00:00,0.0,1018.4,17.2,54.0,27.3,87.0,31.0,-0.615319
2023-04-07 01:00:00,0.0,1017.9,17.1,55.0,26.9,81.0,31.3,-0.395744
2023-04-07 02:00:00,0.0,1017.6,15.8,53.0,26.1,79.0,28.4,-0.245957
2023-04-07 03:00:00,0.0,1017.1,14.9,52.0,25.5,76.0,29.5,0.140426
2023-04-07 04:00:00,0.0,1018.0,15.6,59.0,24.1,78.0,28.1,0.516596
2023-04-07 05:00:00,0.0,1018.8,16.9,70.0,22.6,77.0,28.4,0.702128
2023-04-07 06:00:00,0.0,1019.2,17.2,74.0,22.1,74.0,27.0,0.746383
2023-04-07 07:00:00,0.0,1019.8,17.3,75.0,21.9,73.0,27.0,0.678298
2023-04-07 08:00:00,0.0,1020.7,17.8,75.0,22.4,76.0,24.5,0.634043
2023-04-07 09:00:00,0.0,1020.9,17.3,74.0,22.2,78.0,25.2,0.592341
2023-04-07 10:00:00,0.0,1020.9,17.3,75.0,21.9,81.0,26.3,0.525106
2023-04-07 11:00:00,0.0,1019.9,17.3,76.0,21.7,77.0,27.7,0.473192
2023-04-07 12:00:00,0.0,1019.3,17.1,76.0,21.5,72.0,26.3,0.429787
2023-04-07 13:00:00,0.0,1018.8,17.0,76.0,21.4,69.0,25.6,0.428936
2023-04-07 14:00:00,0.0,1018.5,16.9,77.0,21.1,71.0,23.8,0.434894
2023-04-07 15:00:00,0.0,1018.4,16.8,76.0,21.2,69.0,24.5,0.461277
2023-04-07 16:00:00,0.0,1019.0,17.4,80.0,21.0,66.0,24.5,0.453617
2023-04-07 17:00:00,0.0,1019.4,17.8,79.0,21.6,68.0,24.5,0.414468
2023-04-07 18:00:00,0.0,1019.7,17.3,69.0,23.3,74.0,23.4,0.164255
2023-04-07 19:00:00,0.0,1020.2,17.0,62.0,24.8,84.0,25.9,-0.188085
2023-04-07 20:00:00,0.0,1020.4,16.9,58.0,25.8,89.0,25.9,0.0587236
2023-04-07 21:00:00,0.0,1019.9,16.8,56.0,26.3,86.0,27.7,0.0876598
2023-04-07 22:00:00,0.0,1019.3,17.5,58.0,26.4,80.0,30.2,-0.397447
2023-04-07 23:00:00,0.0,1018.6,17.7,58.0,26.6,84.0,28.4,-0.0621275
2023-04-08 00:00:00,0.0,1017.8,17.7,58.0,26.6,84.0,27.7,-0.51234
2023-04-08 01:00:00,0.0,1017.3,17.8,60.0,26.2,85.0,27.7,-0.202553
2023-04-08 02:00:00,0.0,1017.1,18.0,62.0,25.8,82.0,28.1,0.278298
2023-04-08 03:00:00,0.0,1017.0,17.9,67.0,24.4,80.0,26.6,0.53617
2023-04-08 04:00:00,0.0,1017.5,16.8,63.0,24.3,82.0,26.3,0.592341
2023-04-08 05:00:00,0.0,1018.0,17.7,71.0,23.2,83.0,27.4,0.677447
2023-04-08 06:00:00,0.0,1018.6,18.3,76.0,22.8,90.0,25.2,0.669787
2023-04-08 07:00:00,0.2,1019.0,18.7,78.0,22.7,89.0,21.6,0.639149
2023-04-08 08:00:00,0.0,1019.4,18.5,79.0,22.3,70.0,21.2,0.652766
2023-04-08 09:00:00,0.0,1019.5,17.4,75.0,22.0,77.0,25.6,0.554043
2023-04-08 10:00:00,0.0,1018.9,17.7,77.0,21.9,74.0,24.8,0.535319
2023-04-08 11:00:00,0.0,1018.0,17.7,78.0,21.7,71.0,24.5,0.482553
2023-04-08 12:00:00,0.4,1016.8,17.6,78.0,21.6,66.0,26.3,0.449362
2023-04-08 13:00:00,0.4,1015.5,17.6,80.0,21.2,67.0,24.8,0.424681
2023-04-08 14:00:00,0.0,1015.2,17.1,77.0,21.3,68.0,23.4,0.425532
2023-04-08 15:00:00,0.0,1015.4,17.1,78.0,21.1,71.0,24.1,0.428936
2023-04-08 16:00:00,0.0,1015.7,17.1,78.0,21.1,65.0,23.4,0.432341
2023-04-08 17:00:00,0.0,1016.2,17.3,76.0,21.7,73.0,23.4,0.428936
2023-04-08 18:00:00,0.0,1016.3,18.0,73.0,23.1,69.0,24.5,0.294468
2023-04-08 19:00:00,0.0,1016.6,17.8,65.0,24.8,74.0,24.8,0.0859575
2023-04-08 20:00:00,0.0,1016.5,17.8,62.0,25.6,72.0,26.3,-0.199149
2023-04-08 21:00:00,0.0,1016.6,17.5,61.0,25.6,81.0,23.0,-0.32
2023-04-08 22:00:00,0.0,1016.5,17.8,64.0,25.1,82.0,21.2,-0.0527659
2023-04-08 23:00:00,0.0,1016.1,18.0,66.0,24.8,80.0,21.2,-0.131915
2023-04-09 00:00:00,0.0,1015.2,17.6,61.0,25.7,84.0,22.0,-0.34383
2023-04-09 01:00:00,0.4,1014.6,17.8,64.0,25.1,86.0,22.7,-0.0731913
2023-04-09 02:00:00,0.1,1014.5,17.9,67.0,24.4,83.0,23.4,-0.135319
2023-04-09 03:00:00,0.0,1014.3,17.8,67.0,24.3,78.0,22.3,0.443404
2023-04-09 04:00:00,0.0,1014.8,17.5,69.0,23.5,78.0,22.0,0.587234
2023-04-09 05:00:00,0.0,1015.5,17.6,73.0,22.7,68.0,20.9,0.686809
2023-04-09 06:00:00,0.0,1016.0,18.1,78.0,22.1,61.0,21.6,0.691915
2023-04-09 07:00:00,0.0,1016.6,18.4,82.0,21.6,63.0,20.9,0.657872
2023-04-09 08:00:00,0.0,1016.9,18.1,81.0,21.5,66.0,21.2,0.633191
2023-04-09 09:00:00,0.0,1017.0,18.0,80.0,21.6,66.0,20.9,0.58383
2023-04-09 10:00:00,0.0,1016.7,18.6,87.0,20.8,54.0,21.2,0.519149
2023-04-09 11:00:00,0.0,1016.0,18.1,84.0,20.9,56.0,22.3,0.478298
2023-04-09 12:00:00,0.0,1015.4,18.0,85.0,20.6,55.0,23.4,0.445957
2023-04-09 13:00:00,0.0,1015.1,18.0,86.0,20.4,58.0,22.7,0.42383
2023-04-09 14:00:00,0.0,1014.7,17.6,84.0,20.4,51.0,22.0,0.429787
2023-04-09 15:00:00,0.0,1014.5,17.9,86.0,20.3,44.0,20.5,0.431489
2023-04-09 16:00:00,0.0,1015.1,17.8,84.0,20.6,46.0,22.7,0.458724
2023-04-09 17:00:00,0.0,1015.6,17.7,79.0,21.5,49.0,23.0,0.421277
2023-04-09 18:00:00,0.0,1016.2,17.2,69.0,23.2,55.0,25.2,0.205107
2023-04-09 19:00:00,0.0,1016.7,17.3,65.0,24.3,60.0,26.6,-0.0127659
2023-04-09 20:00:00,0.0,1016.9,17.3,61.0,25.4,64.0,28.1,0.128511
2023-04-09 21:00:00,0.2,1016.7,17.1,58.0,26.0,65.0,28.8,0.0672342
2023-04-09 22:00:00,0.3,1016.4,17.0,57.0,26.2,65.0,29.2,0.22383
2023-04-09 23:00:00,0.3,1016.1,17.1,58.0,26.0,65.0,28.8,0.138724
2023-04-10 00:00:00,0.3,1015.5,16.8,57.0,26.0,64.0,27.7,-0.142128
2023-04-10 01:00:00,0.2,1015.2,17.0,58.0,25.9,66.0,28.1,0.249362
2023-04-10 02:00:00,0.0,1015.2,18.2,69.0,24.3,65.0,27.0,0.111489
2023-04-10 03:00:00,0.0,1015.4,18.4,74.0,23.3,63.0,27.7,0.297021
2023-04-10 04:00:00,0.0,1015.7,18.3,78.0,22.3,61.0,25.6,0.650213
2023-04-10 05:00:00,0.0,1016.2,18.7,82.0,21.9,60.0,25.9,0.691915
2023-04-10 06:00:00,0.0,1016.8,18.8,84.0,21.6,60.0,25.6,0.700426
2023-04-10 07:00:00,0.0,1017.3,18.5,86.0,20.9,57.0,26.3,0.707234
2023-04-10 08:00:00,0.0,1018.0,18.6,88.0,20.7,60.0,24.5,0.639149
2023-04-10 09:00:00,0.0,1018.4,18.8,87.0,21.0,56.0,23.8,0.557447
2023-04-10 10:00:00,0.0,1018.3,18.5,87.0,20.7,54.0,24.8,0.485958
2023-04-10 11:00:00,0.0,1017.8,18.4,87.0,20.6,55.0,24.1,0.450213
2023-04-10 12:00:00,0.0,1017.0,18.7,88.0,20.8,64.0,23.8,0.422979
2023-04-10 13:00:00,0.0,1016.5,18.8,90.0,20.5,53.0,23.8,0.396596
2023-04-10 14:00:00,0.0,1016.2,18.6,89.0,20.5,61.0,23.8,0.419574
2023-04-10 15:00:00,0.0,1016.5,18.8,90.0,20.5,69.0,23.4,0.449362
2023-04-10 16:00:00,0.0,1016.9,18.9,90.0,20.6,66.0,24.1,0.462128
2023-04-10 17:00:00,0.0,1017.2,19.0,88.0,21.1,56.0,22.7,0.427234
2023-04-10 18:00:00,0.0,1017.9,18.6,77.0,22.8,61.0,25.6,0.190638
2023-04-10 19:00:00,0.0,1018.3,17.9,68.0,24.2,66.0,26.3,-0.0740424
2023-04-10 20:00:00,0.0,1018.3,17.8,64.0,25.1,70.0,27.4,-0.0817021
2023-04-10 21:00:00,0.0,1018.4,17.4,60.0,25.8,73.0,28.8,-0.357447
2023-04-10 22:00:00,0.0,1017.8,16.9,55.0,26.7,73.0,31.3,-0.43234
2023-04-10 23:00:00,0.0,1017.0,17.0,55.0,26.8,73.0,31.3,-0.274893
2023-04-11 00:00:00,0.1,1016.4,17.3,57.0,26.5,75.0,32.0,-0.502127
2023-04-11 01:00:00,0.1,1016.2,17.9,61.0,26.0,75.0,31.3,-0.478298
2023-04-11 02:00:00,0.0,1016.4,17.7,62.0,25.5,73.0,31.0,0.164255
2023-04-11 03:00:00,0.0,1016.7,17.4,63.0,24.9,70.0,31.0,0.125958
